hpo_term_id,hpo_term_name,phecode,phecode_name
HP:0012412,Premature adrenarche,255.1,Adrenal hyperfunction
HP:0012416,Hypercapnia,512.9,Other dyspnea
HP:0012418,Hypoxemia,1013,Asphyxia and hypoxemia
HP:0012424,Chorioretinitis,371.1,"Uveitis, noninfectious or NOS"
HP:0012426,Optic disc drusen,377,Disorders of optic nerve and visual pathways
HP:0012429,Aplasia/Hypoplasia of the cerebral white matter,752.2,Other specified congenital anomalies of nervous system
HP:0012430,Cerebral white matter hypoplasia,752.2,Other specified congenital anomalies of nervous system
HP:0012432,Chronic fatigue,798.1,Chronic fatigue syndrome
HP:0012434,Delayed social development,264.9,"Lack of normal physiological development, unspecified"
HP:0012443,Abnormality of brain morphology,346.1,Nonspecific abnormal findings on radiological and other examination of skull and head
HP:0012444,Brain atrophy,331,Other cerebral degenerations
HP:0012450,Chronic constipation,563,Constipation
HP:0012452,Restless legs,327.71,Restless legs syndrome
HP:0012457,Medial calcification of medium-sized arteries,440,Atherosclerosis
HP:0012468,Chronic acidosis,276.41,Acidosis
HP:0012469,Infantile spasms,345.1,Epilepsy
HP:0012473,Tongue atrophy,529,Diseases and other conditions of the tongue
HP:0012477,Vocal tremor,473.4,Voice disturbance
HP:0012478,Temporomandibular joint ankylosis,741.1,Ankylosis of joint
HP:0012490,Panniculitis,729.3,Panniculitis
HP:0012508,Metamorphopsia,368.9,Subjective visual disturbances
HP:0012514,Lower limb pain,773,Pain in limb
HP:0012521,Optic nerve aplasia,377,Disorders of optic nerve and visual pathways
HP:0012522,Spider hemangioma,228,"Hemangioma and lymphangioma, any site"
HP:0012531,Pain,338,Pain
HP:0012532,Chronic pain,338.2,Chronic pain
HP:0012534,Dysesthesia,687.4,Disturbance of skin sensation
HP:0012537,Food intolerance,930,Allergic reaction to food
HP:0012539,Non-Hodgkin lymphoma,202.2,Non-Hodgkins lymphoma
HP:0012542,Onychauxis,703,"Diseases of nail, NOS"
HP:0012553,Hypoplastic thumbnail,703,"Diseases of nail, NOS"
HP:0012555,Absent nail of hallux,755.3,Congenital anomaly of fingers/toes
HP:0012557,EEG with centrotemporal focal spike waves,346.2,Nonspecific abnormal results of function study of brain and central nervous system
HP:0012559,Increased T3/T4 ratio,246.7,Abnormal results of function study of thyroid
HP:0012569,Delayed menarche,626.11,Absent or infrequent menstruation
HP:0012577,Thin glomerular basement membrane,580.32,Nephritis and nephropathy with pathological lesion
HP:0012578,Membranous nephropathy,580.12,Non-proliferative glomerulonephritis
HP:0012579,Minimal change glomerulonephritis,580.1,Glomerulonephritis
HP:0012584,Bilateral renal hypoplasia,751.22,Other specified congenital anomalies of kidney
HP:0012585,Renal atrophy,580.4,"Renal sclerosis, NOS"
HP:0012588,Steroid-resistant nephrotic syndrome,580,Nephritis; nephrosis; renal sclerosis
HP:0012592,Albuminuria,269,Proteinuria
HP:0012594,Microalbuminuria,269,Proteinuria
HP:0012595,Mild proteinuria,269,Proteinuria
HP:0012606,Renal sodium wasting,586,Other disorders of the kidney and ureters
HP:0012618,Urachal cyst,751.2,Congenital anomalies of urinary system
HP:0012622,Chronic kidney disease,585.3,Chronic renal failure [CKD]
HP:0012623,Stage 1 chronic kidney disease,585.4,"Chronic kidney disease, Stage I or II"
HP:0012624,Stage 2 chronic kidney disease,585.4,"Chronic kidney disease, Stage I or II"
HP:0012627,Pseudoexfoliation,365.5,Pseudoexfoliation glaucoma
HP:0012635,Iris hypoperfusion,379.5,Disorders of iris and ciliary body
HP:0012636,Retinal vein occlusion,362.4,Retinal vascular changes and abnomalities
HP:0012637,Renal calcium wasting,588,Disorders resulting from impaired renal function
HP:0012642,Cerebellar agenesis,752.2,Other specified congenital anomalies of nervous system
HP:0012650,Perisylvian polymicrogyria,752.2,Other specified congenital anomalies of nervous system
HP:0012664,Reduced ejection fraction,428,Congestive heart failure; nonhypertensive
HP:0012672,Akinetic mutism,292.11,Aphasia
HP:0012683,Pineal cyst,227,Benign neoplasm of other endocrine glands and related structures
HP:0012687,Agenesis of pineal gland,759.1,"Anomalies of endocrine glands, congenital"
HP:0012702,Tenesmus,561,Symptoms involving digestive system
HP:0012712,Mild hearing impairment,389,Hearing loss
HP:0012715,Profound hearing impairment,389,Hearing loss
HP:0012724,Upper eyelid edema,374,Other disorders of eyelids
HP:0012725,Cutaneous syndactyly,755.3,Congenital anomaly of fingers/toes
HP:0012727,Thoracic aortic aneurysm,442.1,Aortic aneurysm
HP:0012730,Aglossia,750.13,Congenital anomalies of mouth/tongue
HP:0012734,Ketotic hypoglycemia,251.1,Hypoglycemia
HP:0012735,Cough,512.8,Cough
HP:0012736,Profound global developmental delay,315,Develomental delays and disorders
HP:0012740,Papilloma,216,Benign neoplasm of skin
HP:0012741,Unilateral cryptorchidism,751.12,Congenital anomalies of male genital organs
HP:0012743,Abdominal obesity,278.1,Obesity
HP:0012758,Neurodevelopmental delay,264.9,"Lack of normal physiological development, unspecified"
HP:0012759,Neurodevelopmental abnormality,315,Develomental delays and disorders
HP:0012762,Cerebral white matter atrophy,331,Other cerebral degenerations
HP:0012785,Flexion contracture of finger,739,Contracture of joint
HP:0012788,Reticulate pigmentation of oral mucosa,528,"Diseases of the oral soft tissues, excluding lesions specific for gingiva and tongue"
HP:0012798,Pulmonary lymphangiomyomatosis,504,Other alveolar and parietoalveolar pneumonopathy
HP:0012799,Unilateral facial palsy,352.2,Facial nerve disorders [CN7]
HP:0012804,Corneal ulceration,370.1,Corneal ulcer
HP:0012806,Proboscis,749,Congenital anomalies of face and neck
HP:0012813,Unilateral breast hypoplasia,612,"Breast conditions, congenital or relating to hormones"
HP:0012815,Hypoplastic female external genitalia,751.11,Congenital anomalies of female genital organs
HP:0012817,Noncompaction cardiomyopathy,425,Cardiomyopathy
HP:0012819,Myocarditis,420.1,Myocarditis
HP:0012841,Retinal vascular tortuosity,362.4,Retinal vascular changes and abnomalities
HP:0012844,Trichilemmoma,216,Benign neoplasm of skin
HP:0012847,Epilepsia partialis continua,345.1,Epilepsy
HP:0012852,Hepatic bridging fibrosis,571,Chronic liver disease and cirrhosis
HP:0012861,Ovotestis,751.1,Congenital anomalies of genital organs
HP:0012865,Sperm head anomaly,609,Male infertility and abnormal spermatozoa
HP:0012869,Acephalic spermatozoa,609,Male infertility and abnormal spermatozoa
HP:0012871,Varicocele,454,Varicose veins
HP:0012873,Absent vas deferens,751.1,Congenital anomalies of genital organs
HP:0012877,Retrograde ejaculation,608,Other disorders of male genital organs
HP:0012890,Posteriorly placed anus,750.2,Lower gastrointestinal congenital anomalies
HP:0012899,Handgrip myotonia,359.1,Muscular dystrophies
HP:0012905,Euryblepharon,753,Congenital anomalies of the eye
HP:0020006,Ciliary body coloboma,753,Congenital anomalies of the eye
HP:0020036,Upper limb dysmetria,350.3,Lack of coordination
HP:0020045,Esodeviation,378,Strabismus and other disorders of binocular eye movements
HP:0020049,Exodeviation,378,Strabismus and other disorders of binocular eye movements
HP:0020072,Persistent EBV viremia,079.9,"Viremia, NOS"
HP:0020073,Hypopigmented macule,694.2,Other dyschromia
HP:0020083,Furuncle,686.1,Carbuncle and furuncle
HP:0020096,Recurrent streptococcal infections,041.2,Streptococcus infection
HP:0020114,Persistent human papillomavirus infection,078,Viral warts & HPV
HP:0020122,Bite cells,289.9,Abnormality of red blood cells
HP:0020123,Tympanosclerosis,385.5,Tympanosclerosis and middle ear disease related to otitis media
HP:0020152,Distal joint laxity,728.2,Laxity of ligament or hypermobility syndrome
HP:0020216,Visually-induced seizure,345.3,Convulsions
HP:0020221,Clonic seizure,345.11,Generalized convulsive epilepsy
HP:0025010,Foveal atrophy,362.2,Degeneration of macula and posterior pole of retina
HP:0025013,Decerebrate rigidity,772.2,Spasm of muscle
HP:0025014,Subcutaneous spheroids,687.2,"Localized superficial swelling, mass, or lump"
HP:0025019,Arterial rupture,447,Other disorders of arteries and arterioles
HP:0025023,Rectal atresia,750.21,Congenital anomalies of intestine
HP:0025027,Osteoma cutis,687.2,"Localized superficial swelling, mass, or lump"
HP:0025072,Prominent U wave,426.7,Abnormal electrocardiogram [ECG] [EKG]
HP:0025075,Increased QRS voltage,426.7,Abnormal electrocardiogram [ECG] [EKG]
HP:0025080,Orthokeratotic hyperkeratosis,701,Other hypertrophic and atrophic conditions of skin
HP:0025084,Folliculitis,704.8,Other specified diseases of hair and hair follicles
HP:0025085,Bloody diarrhea,578.2,Blood in stool
HP:0025092,Epidermal acanthosis,701.2,Scar conditions and fibrosis of skin
HP:0025097,Eyelid myoclonus,333.2,Myoclonus
HP:0025107,Cutis marmorata telangiectatica congenita,448,Disease of capillaries
HP:0025114,Hypergranulosis,701.1,"Keratoderma, acquired"
HP:0025131,Finger swelling,687.2,"Localized superficial swelling, mass, or lump"
HP:0025143,Chills,780,Hypothermia/Chills
HP:0025162,Severe temper tantrums,313,Pervasive developmental disorders
HP:0025169,Left ventricular systolic dysfunction,428,Congestive heart failure; nonhypertensive
HP:0025175,Honeycomb lung,510,Other diseases of lung
HP:0025179,Ground-glass opacification on pulmonary HRCT,514,Abnormal findings examination of lungs
HP:0025180,Centrilobular ground-glass opacification on pulmonary HRCT,514,Abnormal findings examination of lungs
HP:0025188,Retinal vasculitis,362.4,Retinal vascular changes and abnomalities
HP:0025190,Generalized tonic-clonic seizures without focal onset,345.3,Convulsions
HP:0025230,Tendonitis,727.1,Synovitis and tenosynovitis
HP:0025232,Bursitis,726.3,Bursitis
HP:0025234,Parasomnia,327.5,Parasomnia
HP:0025247,Dermoid cyst,706.2,Sebaceous cyst
HP:0025252,Geographic tongue,529.1,Glossitis
HP:0025258,Stiff neck,723.1,Torticollis
HP:0025267,Snoring,512.9,Other dyspnea
HP:0025268,Stuttering,313.2,Tics and stuttering
HP:0025289,Cervical lymphadenopathy,289.4,Lymphadenitis
HP:0025300,Malar rash,687.1,Rash and other nonspecific skin eruption
HP:0025312,Esophoria,378.1,Strabismus (not specified as paralytic)
HP:0025318,Ovarian carcinoma,184.11,Malignant neoplasm of ovary
HP:0025324,Arterial occlusion,440.2,Atherosclerosis of the extremities
HP:0025335,Delayed ability to stand,264.3,Delayed milestones
HP:0025336,Delayed ability to sit,315,Develomental delays and disorders
HP:0025355,Retinal arterial macroaneurysms,362.4,Retinal vascular changes and abnomalities
HP:0025356,Pschomotor retardation,315,Develomental delays and disorders
HP:0025358,Uveal ectropion,374.1,Ectropion or entropion
HP:0025388,Thyroid nodule,241.1,Nontoxic uninodular goiter
HP:0025390,Reticular pattern on pulmonary HRCT,514,Abnormal findings examination of lungs
HP:0025403,Stooped posture,781.2,Abnormal posture
HP:0025404,Abnormal visual fixation,378.2,Nystagmus and other irregular eye movements
HP:0025405,Visual fixation instability,378.2,Nystagmus and other irregular eye movements
HP:0025406,Asthenia,772.3,Muscle weakness
HP:0025420,Diffuse alveolar hemorrhage,516.1,Hemoptysis
HP:0025425,Laryngospasm,473.3,Paralysis/spasm of vocal cords or larynx
HP:0025427,Abnormal bronchus physiology,748,"Anomalies of respiratory system, congenital"
HP:0025428,Bronchospasm,498,Acute bronchospasm
HP:0025452,Pyoderma gangrenosum,686.5,Pyoderma
HP:0025474,Erythematous plaque,695,Erythematous conditions
HP:0025475,Erythematous macule,695,Erythematous conditions
HP:0025477,Periarticular calcification,728.1,Muscular calcification and ossification
HP:0025478,Atrial standstill,426.25,Other heart block
HP:0025481,Cervical hemivertebrae,754,Congenital musculoskeletal deformities of spine
HP:0025492,Microcoria,753,Congenital anomalies of the eye
HP:0025502,Overweight,278,"Overweight, obesity and other hyperalimentation"
HP:0025507,Yellow papule,695,Erythematous conditions
HP:0025514,Morning glory anomaly,377,Disorders of optic nerve and visual pathways
HP:0025520,Calcinosis cutis,689,Disorder of skin and subcutaneous tissue NOS
HP:0025526,Psoriasiform lesion,696,Psoriasis and related disorders
HP:0025533,Peau d'orange,782.3,Edema
HP:0025551,Optic nerve misrouting,377,Disorders of optic nerve and visual pathways
HP:0025573,Mild myopia,367.1,Myopia
HP:0025574,Macular hemmorhage,362.8,Retinal hemorrhage/ischemia
HP:0025584,Hypotropia,378.1,Strabismus (not specified as paralytic)
HP:0025586,Hypertropia,378.1,Strabismus (not specified as paralytic)
HP:0025605,Lid lag on downgaze,374,Other disorders of eyelids
HP:0025608,Cicatricial ectropion,374.1,Ectropion or entropion
HP:0025610,Posterior blepharitis,371.3,Inflammation of eyelids
HP:0025612,Corneal astigmatism,367.2,Astigmatism
HP:0025615,Abscess,681,Superficial cellulitis and abscess
HP:0025616,Sterile abscess,681,Superficial cellulitis and abscess
HP:0025643,Tarlov cyst,349,Other and unspecified disorders of the nervous system
HP:0030009,Cervical insufficiency,636.8,Cervical incompetence
HP:0030010,Hydrometrocolpos,619.4,Noninflammatory disorders of vagina
HP:0030011,Imperforate hymen,751.11,Congenital anomalies of female genital organs
HP:0030022,Question mark ear,749,Congenital anomalies of face and neck
HP:0030033,Small finger,755.3,Congenital anomaly of fingers/toes
HP:0030039,Fused thoracic vertebrae,754,Congenital musculoskeletal deformities of spine
HP:0030041,Schmorl's node,722.3,Schmorl's nodes
HP:0030043,Hip subluxation,830,Dislocation
HP:0030049,Brain abscess,324,Other CNS infection and poliomyelitis
HP:0030050,Narcolepsy,347,Cataplexy and narcolepsy
HP:0030051,Tip-toe gait,350.2,Abnormality of gait
HP:0030052,Inguinal freckling,694.2,Other dyschromia
HP:0030053,Stiff skin,701,Other hypertrophic and atrophic conditions of skin
HP:0030054,Perifollicular fibrosis,701.2,Scar conditions and fibrosis of skin
HP:0030074,Chemodectoma,194,Cancer of other endocrine glands
HP:0030078,Lung adenocarcinoma,165.1,Cancer of bronchus; lung
HP:0030080,Burkitt lymphoma,202.2,Non-Hodgkins lymphoma
HP:0030084,Clinodactyly,755.3,Congenital anomaly of fingers/toes
HP:0030087,Abnormal serum testosterone level,257,Testicular dysfunction
HP:0030088,Increased serum testosterone level,257,Testicular dysfunction
HP:0030127,Endometriosis,615,Endometriosis
HP:0030143,Hyperactive bowel sounds,561,Symptoms involving digestive system
HP:0030147,Truncal titubation,350.1,Abnormal involuntary movements
HP:0030148,Heart murmur,396,Abnormal heart sounds
HP:0030151,Cholangitis,575.1,Cholangitis
HP:0030157,Flank pain,785,Abdominal pain
HP:0030166,Night sweats,705.8,Hyperhidrosis
HP:0030186,Kinetic tremor,333.1,Essential tremor
HP:0030205,Increased jitter at single fibre EMG,346,Abnormal findings on study of brain and/or nervous system
HP:0030211,Slow pupillary light response,379.4,Anomalies of pupillary function
HP:0030242,Portal vein thrombosis,452,Other venous embolism and thrombosis
HP:0030243,Hepatic vein thrombosis,452,Other venous embolism and thrombosis
HP:0030255,Large intestinal polyposis,208,Benign neoplasm of colon
HP:0030260,Microphallus,751.12,Congenital anomalies of male genital organs
HP:0030281,Cervical C3/C4 vertebral fusion,754,Congenital musculoskeletal deformities of spine
HP:0030318,Angular cheilitis,528.5,Diseases of lips
HP:0030319,Weakness of facial musculature,772.6,Facial weakness
HP:0030329,Retinal thinning,362,Other retinal disorders
HP:0030351,Urticarial plaque,947,Urticaria
HP:0030358,Non-small cell lung carcinoma,165.1,Cancer of bronchus; lung
HP:0030368,Hyperphalangy of the 2nd finger,755.3,Congenital anomaly of fingers/toes
HP:0030404,Glucagonoma,211,Benign neoplasm of other parts of digestive system
HP:0030410,Sebaceous gland carcinoma,172,Skin cancer
HP:0030423,Splenic cyst,289.5,Diseases of spleen
HP:0030424,Epididymal cyst,608,Other disorders of male genital organs
HP:0030431,Osteochondroma,213,Benign neoplasm of bone and articular cartilage
HP:0030436,Fibrofolliculoma,216,Benign neoplasm of skin
HP:0030448,Soft tissue sarcoma,170.2,Cancer of connective tissue
HP:0030454,Abnormal electrooculogram,346,Abnormal findings on study of brain and/or nervous system
HP:0030490,Exudative vitreoretinopathy,362.3,Other nondiabetic retinopathy
HP:0030491,Choriocapillaris atrophy,363.4,Choroidal degenerations
HP:0030499,Macular drusen,362.27,Drusen (degenerative) of retina
HP:0030502,Retinoschisis,361.2,Retinoschisis and retinal cysts
HP:0030507,Retinal crystals,362,Other retinal disorders
HP:0030515,Moderate visual impairment,367,Disorders of refraction and accommodation; blindness and low vision
HP:0030528,Paracentral scotoma,368.4,Visual field defects
HP:0030529,Ring scotoma,368.4,Visual field defects
HP:0030642,Fundus albipunctatus,362.7,Hereditary retinal dystrophies
HP:0030663,Optically empty vitreous,379.2,Disorders of vitreous body
HP:0030666,Retinal neovascularization,362.4,Retinal vascular changes and abnomalities
HP:0030667,Peripheral retinal neovascularization,362.4,Retinal vascular changes and abnomalities
HP:0030672,Asteroid hyalosis,379.2,Disorders of vitreous body
HP:0030680,Abnormality of cardiovascular system morphology,747,Cardiac and circulatory congenital anomalies
HP:0030682,Left ventricular noncompaction,425.1,Primary/intrinsic cardiomyopathies
HP:0030716,Acrania,752.1,Neural tube defects
HP:0030718,Right atrial enlargement,416,Cardiomegaly
HP:0030721,Tetraphocomelia,755,Congenital anomalies of limbs
HP:0030731,Carcinoma,195,"Cancer, suspected or other"
HP:0030732,Dysplastic tricuspid valve,747.12,Valvular heart disease/ heart chambers
HP:0030746,Intraventricular hemorrhage,430.2,Intracerebral hemorrhage
HP:0030786,Photopsia,368,Visual disturbances
HP:0030793,Jaw swelling,526.5,Inflammatory conditions of jaw
HP:0030799,Scaphocephaly,749.2,Congenital anomalies of skull and face bones
HP:0030804,Trachyonychia,703,"Diseases of nail, NOS"
HP:0030812,Enlarged tonsils,474.2,Chronic tonsillitis and adenoiditis
HP:0030816,Gingival recession,523.1,Gingivitis
HP:0030828,Wheezing,512.1,Wheezing
HP:0030838,Hip pain,745,Pain in joint
HP:0030843,Cardiac amyloidosis,270.33,Amyloidosis
HP:0030848,Elevated jugular venous pressure,429.3,Symptoms involving cardiovascular system
HP:0030853,Heterotaxy,747.1,Cardiac congenital anomalies
HP:0030856,Posterior staphyloma,379,Other disorders of eye
HP:0030877,Obstructive deficit on pulmonary function testing,514.1,Abnormal results of function study of pulmonary system
HP:0030879,Interlobular septal thickening on pulmonary HRCT,514,Abnormal findings examination of lungs
HP:0030880,Raynaud phenomenon,443.1,Raynaud's syndrome
HP:0030882,Coronary artery aneurysm,411.41,Aneurysm and dissection of heart
HP:0030889,Congenital shortened small intestine,750.21,Congenital anomalies of intestine
HP:0030890,Hyperintensity of cerebral white matter on MRI,346.1,Nonspecific abnormal findings on radiological and other examination of skull and head
HP:0030891,Periventricular white matter hyperdensities,346.1,Nonspecific abnormal findings on radiological and other examination of skull and head
HP:0030897,Decreased intestinal transit time,564,Functional digestive disorders
HP:0030914,Abnormal peristalsis,564,Functional digestive disorders
HP:0030915,Cerebellar edema,348.2,Cerebral edema and compression of brain
HP:0030953,Conjunctival hyperemia,372,Disorders of conjunctiva
HP:0030961,Microspherophakia,753.1,Congenital cataract and lens anomalies
HP:0030973,Postexertional malaise,798,Malaise and fatigue
HP:0030974,Cryptozoospermia,609,Male infertility and abnormal spermatozoa
HP:0030983,Ovarian thecoma,220,Benign neoplasm of ovary
HP:0030991,Sclerosing cholangitis,575.1,Cholangitis
HP:0030997,Atretic vas deferens,751.1,Congenital anomalies of genital organs
HP:0031008,Lingual dystonia,333,Extrapyramidal disease and abnormal movement disorders
HP:0031013,Ankylosis,741.1,Ankylosis of joint
HP:0031014,Arteria lusoria,747.13,Congenital anomalies of great vessels
HP:0031028,Lactescent serum,272.12,Hyperglyceridemia
HP:0031038,Spermatogenesis maturation arrest,609,Male infertility and abnormal spermatozoa
HP:0031041,Obstruction of the superior vena cava,747.13,Congenital anomalies of great vessels
HP:0031045,Acral blistering,695.2,Bullous dermatoses
HP:0031087,Absent pubertal growth spurt,259.3,Delay in sexual development and puberty NEC
HP:0031088,Vaginal dryness,624.2,Atrophy of female genital tract
HP:0031108,Triceps weakness,772.3,Muscle weakness
HP:0031109,Agalactia,676,Other disorders of the breast associated with childbirth and disorders of lactation
HP:0031123,Recurrent gastroenteritis,008,Intestinal infection
HP:0031153,Membranous vitreous appearance,379.2,Disorders of vitreous body
HP:0031157,Carotid cavernous fistula,447,Other disorders of arteries and arterioles
HP:0031159,Thinning of Descemet membrane,364,Corneal opacity and other disorders of cornea
HP:0031160,Myelokathexis,288.11,Neutropenia
HP:0031165,Multifocal seizures,345.1,Epilepsy
HP:0031166,Eyelid myokymia,352.2,Facial nerve disorders [CN7]
HP:0031245,Productive cough,512.8,Cough
HP:0031258,Delirium,290.2,Delirium due to conditions classified elsewhere
HP:0031261,Bladder polyp,223,Benign neoplasm of kidney and other urinary organs
HP:0031273,Shock,797,Shock
HP:0031284,Flushing,782.6,Pallor and flushing
HP:0031287,Seborrheic keratosis,702.2,Seborrheic keratosis
HP:0031291,Ichthyosis follicularis,701.1,"Keratoderma, acquired"
HP:0031292,Cutaneous abscess,681,Superficial cellulitis and abscess
HP:0031295,Left atrial enlargement,416,Cardiomegaly
HP:0031319,Cardiomyocyte hypertrophy,416,Cardiomegaly
HP:0031348,Dextrotransposition of the great arteries,747.11,Cardiac shunt/ heart septal defect
HP:0031358,Vegetative state,348.7,Coma
HP:0031364,Ecchymosis,287.1,Spontaneous ecchymoses
HP:0031368,Intestinal perforation,569,Other disorders of intestine
HP:0031369,Colon perforation,569,Other disorders of intestine
HP:0031405,Poroma,216,Benign neoplasm of skin
HP:0031417,Rhinorrhea,479,Other upper respiratory disease
HP:0031418,Increased body mass index,278,"Overweight, obesity and other hyperalimentation"
HP:0031454,Apocrine hidrocystoma,216,Benign neoplasm of skin
HP:0031500,Abdominal mass,579,Other symptoms involving abdomen and pelvis
HP:0031526,Subretinal fluid,362,Other retinal disorders
HP:0031531,Sub-RPE deposits,362,Other retinal disorders
HP:0031535,Increased theta frequency activity in EEG,346.2,Nonspecific abnormal results of function study of brain and central nervous system
HP:0031589,Suicidal ideation,297.1,Suicidal ideation
HP:0031609,Geographic atrophy,362.7,Hereditary retinal dystrophies
HP:0031629,Impaired tandem gait,350.2,Abnormality of gait
HP:0031649,Aortic rupture,442.1,Aortic aneurysm
HP:0031655,Quadricuspid aortic valve,747.12,Valvular heart disease/ heart chambers
HP:0031664,Systolic heart murmur,396,Abnormal heart sounds
HP:0031665,Midsystolic murmur,396,Abnormal heart sounds
HP:0031677,Polymorphic ventricular tachycardia,427.12,Paroxysmal ventricular tachycardia
HP:0031691,Severe viral infection,079,Viral infection
HP:0031693,Severe Epstein Barr virus infection,079.2,Infectious mononucleosis
HP:0031717,Alternating exotropia,378.1,Strabismus (not specified as paralytic)
HP:0031721,Sensory exotropia,378.1,Strabismus (not specified as paralytic)
HP:0031723,Secondary esotropia,378.1,Strabismus (not specified as paralytic)
HP:0031790,Mixed astigmatism,367.2,Astigmatism
HP:0031813,Colonic eosinophilia,288.3,Eosinophilia
HP:0031814,Palilalia,292.1,Aphasia/speech disturbance
HP:0031817,Decreased circulating parathyroid hormone level,252.2,Hypoparathyroidism
HP:0031834,Aortopulmonary collateral arteries,747.1,Cardiac congenital anomalies
HP:0031842,Lymphangiectasis,450,Noninfectious disorders of lymphatic channels
HP:0031846,Femur fracture,800,Fracture of lower limb
HP:0031849,Sleep-wake inversion,327,Sleep disorders
HP:0031853,Isomerism,747.1,Cardiac congenital anomalies
HP:0031882,Agyria,752.2,Other specified congenital anomalies of nervous system
HP:0031931,Ocular flutter,378,Strabismus and other disorders of binocular eye movements
HP:0031936,Delayed ability to walk,264.3,Delayed milestones
HP:0031947,Tongue tremor,333.1,Essential tremor
HP:0031950,Usual interstitial pneumonia,504.1,Idiopathic fibrosing alveolitis
HP:0031951,Nocturnal seizures,345,"Epilepsy, recurrent seizures, convulsions"
HP:0031959,Leg dystonia,333,Extrapyramidal disease and abnormal movement disorders
HP:0031972,Presyncope,788,Syncope and collapse
HP:0031987,Diminished ability to concentrate,292,Neurological disorders
HP:0032001,Pink urine,598,Abnormal findings on examination of urine
HP:0032003,Green urine,598,Abnormal findings on examination of urine
HP:0032005,Hemidystonia,333,Extrapyramidal disease and abnormal movement disorders
HP:0032024,Ileal ulcer,556.1,Ulceration of intestine
HP:0032027,Retinal dots,362,Other retinal disorders
HP:0032037,Mildly reduced visual acuity,367,Disorders of refraction and accommodation; blindness and low vision
HP:0032046,Focal cortical dysplasia,752.2,Other specified congenital anomalies of nervous system
HP:0032047,Focal cortical dysplasia type I,752.2,Other specified congenital anomalies of nervous system
HP:0032051,Focal cortical dysplasia type II,752.2,Other specified congenital anomalies of nervous system
HP:0032052,Focal cortical dysplasia type IIa,752.2,Other specified congenital anomalies of nervous system
HP:0032061,Hypereosinophilia,288.3,Eosinophilia
HP:0032105,Macrosaccadic oscillations,378,Strabismus and other disorders of binocular eye movements
HP:0032106,Conjunctival icterus,372,Disorders of conjunctiva
HP:0032118,Retinitis,371.1,"Uveitis, noninfectious or NOS"
HP:0032132,Decreased circulating total IgG,279.11,Deficiency of humoral immunity
HP:0032147,Erythromelalgia,443.8,Other specified peripheral vascular diseases
HP:0032152,Keratosis pilaris,701.1,"Keratoderma, acquired"
HP:0032153,Joint subluxation,830,Dislocation
HP:0032154,Aphthous ulcer,528.12,Oral aphthae
HP:0032163,Molluscum contagiosum,079,Viral infection
HP:0032170,Severe varicella zoster infection,079.1,Varicella infection
HP:0032198,Decreased prothrombin time,286.9,Abnormal coagulation profile
HP:0032204,Chronic active Epstein-Barr virus infection,079.2,Infectious mononucleosis
HP:0032220,Interface hepatitis,070.9,Hepatitis NOS
HP:0032227,Sebaceous hyperplasia,704.8,Other specified diseases of hair and hair follicles
HP:0032228,Trichodiscoma,216,Benign neoplasm of skin
HP:0032231,Hypochromia,280.1,"Iron deficiency anemias, unspecified or not due to blood loss"
HP:0032247,Persistent CMV viremia,079.9,"Viremia, NOS"
HP:0032248,Persistent viremia,079.9,"Viremia, NOS"
HP:0032252,Granuloma,701.5,Abnormal granulation tissue
HP:0032283,Disseminated nontuberculous mycobacterial infection,031,Diseases due to other mycobacteria
HP:0032313,Frontotemporal hypertrichosis,704.2,Hirsutism
HP:0032323,Periodic fever,783,Fever of unknown origin
HP:0032325,Lacunar stroke,433,Cerebrovascular disease
HP:0032341,Reduced forced vital capacity,514.1,Abnormal results of function study of pulmonary system
HP:0032342,Reduced forced expiratory volume in one second,514.1,Abnormal results of function study of pulmonary system
HP:0032346,Cutaneous lichen amyloidosis,270.33,Amyloidosis
HP:0032347,Cutaneous macular amyloidosis,270.33,Amyloidosis
HP:0032388,Periventricular nodular heterotopia,752.2,Other specified congenital anomalies of nervous system
HP:0032390,Periventricular ribbonlike heterotopia,752.2,Other specified congenital anomalies of nervous system
HP:0032391,Subcortical heterotopia,752.2,Other specified congenital anomalies of nervous system
HP:0032409,Subcortical band heterotopia,752.2,Other specified congenital anomalies of nervous system
HP:0032411,Posterior predominant subcortical band heterotopia,752.2,Other specified congenital anomalies of nervous system
HP:0032448,Achlorhydria,536,Disorders of function of stomach
HP:0032451,Oral melanotic macule,694.2,Other dyschromia
HP:0032454,Labial melanotic macule,694.2,Other dyschromia
HP:0032471,Focal polymicrogyria,752.2,Other specified congenital anomalies of nervous system
HP:0032508,Polyembolokoilamania,313,Pervasive developmental disorders
HP:0032509,Onychotillomania,313,Pervasive developmental disorders
HP:0032515,Deep dermatophytosis,110.1,Dermatophytosis
HP:0032521,Self hugging,313,Pervasive developmental disorders
HP:0032558,Absent sperm flagella,609,Male infertility and abnormal spermatozoa
HP:0032559,Short sperm flagella,609,Male infertility and abnormal spermatozoa
HP:0032560,Coiled sperm flagella,609,Male infertility and abnormal spermatozoa
HP:0032561,Microcephalic sperm head,609,Male infertility and abnormal spermatozoa
HP:0032562,Tapered sperm head,609,Male infertility and abnormal spermatozoa
HP:0032660,Convulsive status epilepticus,345.1,Epilepsy
HP:0032786,Migrating focal seizure,345.12,Partial epilepsy
